PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Delay_Days,Discount_Percent,Defect_Rate,Total_Spend
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,0.0,Yes,,6.182795698924724,0.0,99098.55
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,12.0,5.976676384839642,0.15613382899628253,17350.5
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,17.0,6.850770047796074,0.1523517382413088,85770.6
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,16.0,11.380400421496322,0.030939871570344425,72031.65
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,4.0,3.6272878535773705,0.15833333333333333,34752.0
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,18.0,14.698843238930989,0.012919896640826873,33103.98
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,9.0,14.092692140055203,0.023887079261672096,54458.73
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,14.0,2.3587004895416004,0.11159420289855072,15138.6
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,20.0,8.794694348327571,0.019438444924406047,175736.28
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,18.0,13.19766571898848,0.1417624521072797,30281.219999999998
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,9.0,2.332427536231871,0.105,8626.0
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,0.0,Yes,9.0,3.383128295254847,0.0,32721.12
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,10.0,10.360256998623225,0.031363967906637494,107116.23
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,0.0,Yes,,14.40109514031485,0.0,105300.52
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,0.0,Yes,6.0,8.548488664987405,0.0,18124.08
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,19.0,12.65145395799677,0.021230266739248774,158918.87
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,3.0,6.9656271340769464,0.10880829015544041,15775.82
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,1.0,3.5038260169150117,0.07848101265822785,9464.2
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,17.0,9.474482061647297,0.03714710252600297,24113.59
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,14.0,14.58145814581458,0.15196998123827393,30349.02
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,6.0,5.431983142121283,0.04437689969604863,132883.1
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,11.0,12.582297000731534,0.017204301075268817,11113.5
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,19.0,11.986193912770633,0.0,2861.1
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,2.0,12.376177082059424,0.05813953488372093,67780.90000000001
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,0.0,Yes,20.0,11.078255359594461,0.0,115943.40000000001
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,3.0,2.620192307692316,0.036303630363036306,12274.529999999999
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,14.0,14.51578269272063,0.01391304347826087,137344.5
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,15.0,6.349206349206359,0.099601593625498,10366.3
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,7.0,11.559288319151282,0.054954954954954956,88833.3
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,0.0,Yes,4.0,10.875216637781621,0.0,25362.81
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,4.0,9.242298084929221,0.08834586466165413,46390.4
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,0.0,Yes,19.0,7.290783577570542,0.0,4439.9
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,10.0,14.133673903788832,0.0888208269525268,26342.02
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,0.0,No,13.0,11.084117825690855,0.0,34316.16
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,,13.078787878787887,0.013856812933025405,124201.71999999999
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,7.0,12.202599950944325,0.04508670520231214,61925.350000000006
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,7.0,2.619324796274734,0.08560311284046693,17198.44
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,9.0,7.638699098114243,0.02574750830564784,81378.36
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,4.0,6.173994387277832,0.11258278145695365,27261.54
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,14.0,3.756285122744759,0.014925373134328358,6540.54
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,13.0,3.878054247926467,0.0970873786407767,4416.64
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,0.0,Yes,8.0,1.131386861313864,0.0,32318.37
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,12.0,4.049145299145291,0.04868270332187858,156808.26
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,0.0,Yes,2.0,9.97876857749469,0.0,118304.48
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,0.0,No,15.0,7.370004297378599,0.0,29185.47
PO-00380,Alpha_Inc,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,,8.22147651006712,0.02830188679245283,31310.28
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,19.0,2.2184807368525252,0.030624263839811542,167643.54
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,13.0,7.96139927623643,0.03750837240455459,34174.770000000004
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,14.0,9.560080833203791,0.017391304347826087,86979.1
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,13.0,12.487377987209697,0.0196078431372549,7956.0
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,11.0,10.538939051918735,0.15168831168831168,122064.25
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,0.0,No,20.0,11.950655358519665,0.0,3460.2599999999998
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,0.0,Yes,12.0,2.4644855789926883,0.0,117819.0
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,0.0,Yes,4.0,4.095662277304419,0.0,117374.25
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,19.0,14.179988158673778,0.026833631484794274,32410.82
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,3.0,1.1156186612576007,0.02457956015523933,120588.0
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,10.0,7.589765641797467,0.02702702702702703,12722.08
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,8.0,4.2691131498470885,0.18316831683168316,15808.52
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,6.0,1.0054137664346403,0.04033092037228542,49510.4
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,4.0,1.3700738916256168,0.020768431983385256,61699.409999999996
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,0.0,Yes,7.0,13.596430065541757,0.0,121999.24
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,,5.808958887298023,0.1488673139158576,42688.35
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,5.0,11.271044852846671,0.1731266149870801,26718.480000000003
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,5.0,3.5765379113018603,0.09893198426082069,167866.44
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,6.0,2.1541710665258775,0.05281285878300804,80706.86
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,3.0,14.221702707968046,0.020226537216828478,54421.08
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,16.0,1.0449795547478438,0.15895147796988288,39051.54
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,19.0,11.928783382789307,0.13817097415506957,89574.24
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,15.0,3.144935646334626,0.09179019384264538,151791.16
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,19.0,3.8340099233198073,0.047619047619047616,4477.2
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,20.0,10.033281127642914,0.13127646702964307,151927.22999999998
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,11.0,3.250164149704529,0.02823529411764706,75148.5
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,3.0,3.160006687844843,0.029082774049217,25890.24
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,10.0,12.53263707571801,0.052592592592592594,76882.5
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,19.0,6.700527446766946,0.09595375722543352,41312.4
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,17.0,3.6969696969696937,0.02865761689291101,31605.210000000003
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,15.0,5.242997366531014,0.020291693088142042,62417.659999999996
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,2.0,2.207282913165265,0.05485017775520569,171854.32
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,10.0,14.577777777777785,0.10307167235494881,14078.65
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,0.0,Yes,3.0,5.189812590100905,0.0,47667.68
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,17.0,1.7368649587494664,0.09700315457413249,57389.68
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,19.0,7.106684672518569,0.1511111111111111,24763.5
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,2.0,7.119867355895833,0.055152394775036286,65613.47
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,19.0,12.372304199772977,0.0461121157323689,42691.6
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,11.0,1.1606313834726092,0.028493894165535955,31381.46
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,17.0,2.6576341844710867,0.0137524557956778,38032.479999999996
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,2.0,8.106508875739642,0.026892430278884463,46776.36
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,11.0,10.664993726474274,0.04396728016359918,55706.88
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,,8.138410980088912,0.15606936416184972,24662.88
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,6.0,13.727055067837183,0.058011049723756904,31305.760000000002
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,15.0,11.742846525455223,0.048401826484018265,26006.25
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,,11.93525435787976,0.02252816020025031,39558.49
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,20.0,7.621473354231976,0.09179575444635686,82182.45
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,12.0,14.992548435171388,0.011494252873563218,7443.72
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,,2.146464646464653,0.1003584229390681,12973.5
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,11.0,12.175349046689686,0.16481223922114047,84123.0
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,2.0,13.177019059372007,0.16176470588235295,38751.840000000004
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,11.0,4.919499105545608,0.030800821355236138,5176.81
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,4.0,2.1339739966082605,0.027582477014602487,128043.25
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,13.0,3.1963470319634695,0.03466076696165192,34496.64
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,20.0,10.465656659540853,0.13157894736842105,7321.08
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,0.0,Yes,11.0,14.69115191986644,0.0,5621.0
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,0.0,Yes,5.0,6.78689160364553,0.0,64894.5
PO-00438,Alpha_Inc,2022-02-06,,MRO,Delivered,847,17.77,17.39,0.0,Yes,,2.138435565559927,0.0,14729.33
PO-00439,Gamma_Co,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes,13.0,4.162724692526022,0.0558858501783591,170386.6
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes,3.0,3.143613500992718,0.024024024024024024,19493.82
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,Electronics,Cancelled,928,69.31,67.26,20.0,Yes,13.0,2.957726157841577,0.021551724137931036,62417.280000000006
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,0.0,Yes,11.0,1.5815085158150948,0.0,16325.619999999999
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,Electronics,Pending,1554,82.92,74.82,44.0,Yes,17.0,9.768451519536914,0.028314028314028315,116270.27999999998
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes,14.0,1.7984390906006027,0.053784860557768925,14527.880000000001
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,0.0,Yes,1.0,9.465381244522348,0.0,88342.16
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,MRO,Pending,1902,29.89,25.83,41.0,Yes,6.0,13.583138173302114,0.021556256572029444,49128.659999999996
PO-00447,Gamma_Co,2023-01-09,,Raw Materials,Pending,865,28.79,25.69,47.0,Yes,,10.767627648489052,0.05433526011560694,22221.850000000002
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,0.0,No,16.0,13.098802395209583,0.0,8219.88
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,0.0,Yes,5.0,12.796549245147371,0.0,77098.28
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes,10.0,1.7153748411689935,0.015100671140939598,36880.48
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes,4.0,3.907134767836927,0.026877470355731226,21467.05
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,18.0,1.5544041450777106,0.1051693404634581,91667.40000000001
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,0.0,Yes,17.0,5.90634976942179,0.0,84084.25
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,0.0,Yes,11.0,12.55813953488372,0.0,3350.16
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No,20.0,1.4312977099236641,0.09477911646586346,64304.25
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,0.0,No,13.0,5.297749452300346,0.0,61482.149999999994
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes,6.0,1.9909783792191758,0.12077294685990338,13043.07
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,20.0,3.9817974971558616,0.08935361216730038,13318.32
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,0.0,Yes,6.0,11.875693673695896,0.0,26654.58
PO-00460,Gamma_Co,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes,2.0,6.752730883813296,0.05325034578146611,122201.46
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes,8.0,12.549984620116883,0.037037037037037035,48359.43
PO-00462,Delta_Logistics,2022-07-01,,MRO,Delivered,148,44.91,40.1,0.0,No,,10.71030950790469,0.0,5934.8
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,MRO,Pending,1965,36.6,34.64,195.0,Yes,15.0,5.3551912568306035,0.09923664122137404,68067.6
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,0.0,Yes,8.0,13.21365509123013,0.0,107225.64
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,16.0,4.793525627723584,0.1009009009009009,50926.8
PO-00466,Delta_Logistics,2022-12-07,,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes,,1.6975308641975357,0.1458966565349544,4191.46
PO-00467,Gamma_Co,2023-02-26,2023-03-17,Office Supplies,Cancelled,1422,25.62,25.18,65.0,Yes,19.0,1.717408274785329,0.04571026722925457,35805.96
PO-00468,Delta_Logistics,2023-11-17,,Raw Materials,Delivered,546,82.63,74.77,76.0,No,,9.512283674210336,0.1391941391941392,40824.42
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes,10.0,1.0821309655937863,0.05698005698005698,25026.3
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,0.0,No,17.0,1.4615384615384577,0.0,2946.3
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes,6.0,14.546046208916364,0.025914634146341462,17226.56
PO-00472,Gamma_Co,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes,20.0,6.552125800815375,0.05887372013651877,37609.48
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes,9.0,2.1110023766251995,0.05473965287049399,52444.979999999996
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes,16.0,1.4423076923076898,0.08445297504798464,12816.6
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,0.0,No,18.0,11.91576784797124,0.0,20391.35
PO-00476,Epsilon_Group,2023-04-27,,Office Supplies,Delivered,240,88.14,81.9,4.0,Yes,,7.079646017699109,0.016666666666666666,19656.0
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,MRO,Delivered,302,26.98,26.47,9.0,Yes,17.0,1.8902891030392939,0.029801324503311258,7993.94
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,MRO,Pending,1030,70.81,61.58,0.0,No,10.0,13.034882078802434,0.0,63427.4
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,Office Supplies,Delivered,977,33.79,32.25,137.0,Yes,6.0,4.5575614087007965,0.14022517911975435,31508.25
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,Packaging,Delivered,1234,19.99,17.66,25.0,Yes,17.0,11.655827913956971,0.02025931928687196,21792.44
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes,14.0,1.2544802867383351,0.10985703536493605,43936.740000000005
PO-00482,Gamma_Co,2022-08-22,2022-08-30,Raw Materials,Delivered,1396,77.63,67.81,58.0,Yes,8.0,12.649748808450333,0.04154727793696275,94662.76000000001
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,Raw Materials,Delivered,177,90.06,87.71,7.0,Yes,12.0,2.60937153009106,0.03954802259887006,15524.669999999998
PO-00484,Delta_Logistics,2022-01-25,,Electronics,Delivered,67,84.72,73.06,9.0,Yes,,13.762983947119919,0.13432835820895522,4895.02
PO-00485,Gamma_Co,2023-11-07,2023-11-20,Office Supplies,Delivered,1866,50.78,48.2,96.0,Yes,13.0,5.080740448995664,0.05144694533762058,89941.20000000001
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,MRO,Delivered,1808,72.23,67.86,53.0,Yes,8.0,6.050117679634507,0.0293141592920354,122690.88
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,Electronics,Cancelled,615,30.3,29.52,96.0,Yes,3.0,2.574257425742578,0.15609756097560976,18154.8
PO-00488,Gamma_Co,2022-12-03,2022-12-04,Office Supplies,Pending,619,38.38,35.02,34.0,Yes,1.0,8.754559666492963,0.05492730210016155,21677.38
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,Office Supplies,Delivered,1396,94.75,84.06,210.0,Yes,4.0,11.282321899736147,0.1504297994269341,117347.76000000001
PO-00490,Gamma_Co,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes,11.0,11.524822695035454,0.04832904884318766,19411.100000000002
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,Packaging,Delivered,735,18.49,15.89,113.0,No,5.0,14.061654948620866,0.15374149659863945,11679.15
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,Office Supplies,Pending,1865,30.29,26.83,56.0,Yes,16.0,11.422911852096403,0.030026809651474532,50037.95
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,Electronics,Cancelled,675,13.69,11.84,52.0,Yes,5.0,13.513513513513512,0.07703703703703704,7992.0
PO-00494,Gamma_Co,2023-06-06,2023-06-22,MRO,Pending,1361,28.57,24.29,65.0,Yes,16.0,14.980749037451876,0.04775900073475386,33058.69
PO-00495,Gamma_Co,2023-02-14,2023-02-15,Raw Materials,Delivered,903,66.53,60.15,29.0,Yes,1.0,9.589658800541114,0.03211517165005537,54315.45
PO-00496,Epsilon_Group,2023-11-27,,Packaging,Cancelled,1736,53.2,50.68,48.0,Yes,,4.736842105263164,0.027649769585253458,87980.48
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,MRO,Delivered,1011,98.47,97.06,91.0,Yes,7.0,1.4319081953894552,0.09000989119683482,98127.66
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,Electronics,Delivered,1712,88.17,85.86,246.0,Yes,18.0,2.6199387546784645,0.14369158878504673,146992.32
PO-00499,Gamma_Co,2022-01-29,,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes,,8.096172718351319,0.049019607843137254,7641.84
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,Electronics,Partially Delivered,539,33.85,30.57,34.0,No,14.0,9.689807976366325,0.06307977736549165,16477.23
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,Office Supplies,Delivered,1459,45.94,42.56,212.0,No,10.0,7.357422725293852,0.1453050034270048,62095.04
PO-00502,Gamma_Co,2022-07-02,2022-07-06,MRO,Delivered,834,65.02,56.19,0.0,Yes,4.0,13.580436788680405,0.0,46862.46
